Arrive Or Depart,Schedule,Airline,Flight Number,Gate,Terminal
D,1/26/2018 1:15:00 PM,American Airlines,1777,A2,4
D,1/26/2018 1:15:00 PM,American Airlines,612,A10,4
D,1/26/2018 1:15:00 PM,Southwest Airlines,753,C17,4
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
A,1/26/2018 1:19:00 PM,Delta Air Lines,1772,23,3
D,1/26/2018 1:20:00 PM,Air Canada,1836,B23,4
A,1/26/2018 1:20:00 PM,American Airlines,603,A26,4
A,1/26/2018 1:20:00 PM,Southwest Airlines,873,C18,4
D,1/26/2018 1:20:00 PM,American Airlines,871,A4,4
D,1/26/2018 1:20:00 PM,American Airlines,3055,B21,4
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
A,1/26/2018 1:28:00 PM,American Airlines,413,A17,4
D,1/26/2018 1:28:00 PM,American Airlines,1773,A18,4
A,1/26/2018 1:29:00 PM,American Airlines,638,B7,4
D,1/26/2018 1:30:00 PM,American Airlines,511,B12,4
D,1/26/2018 1:30:00 PM,American Airlines,776,A24,4
D,1/26/2018 1:30:00 PM,American Airlines,1888,B9,4
D,1/26/2018 1:30:00 PM,American Airlines,1380,A25,4
D,1/26/2018 1:30:00 PM,American Airlines,3074,B18,4
D,1/26/2018 1:30:00 PM,American Airlines,5712,A1,4
D,1/26/2018 1:30:00 PM,Southwest Airlines,301,D8,4
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
A,1/26/2018 1:31:00 PM,Delta Air Lines,743,16,3
D,1/26/2018 1:32:00 PM,Spirit Airlines,342,2,2
A,1/26/2018 1:33:00 PM,United Airlines,739,3,2
A,1/26/2018 1:34:00 PM,Delta Air Lines,5854,15,3
A,1/26/2018 1:35:00 PM,American Airlines,2602,A27,4
A,1/26/2018 1:35:00 PM,Southwest Airlines,793,D7,4
A,1/26/2018 1:35:00 PM,Southwest Airlines,259,D5,4
A,1/26/2018 1:35:00 PM,Southwest Airlines,47,C6,4
D,1/26/2018 1:35:00 PM,American Airlines,594,B6,4
D,1/26/2018 1:35:00 PM,American Airlines,1943,A7,4
A,1/26/2018 1:36:00 PM,American Airlines,2004,A18,4
D,1/26/2018 1:36:00 PM,American Airlines,5912,B5,4
D,1/26/2018 1:37:00 PM,American Airlines,689,A22,4
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
D,1/26/2018 1:39:00 PM,Alaska Airlines,659,10,2
D,1/25/2018 11:42:00 AM,American Airlines,534,B9,4
A,1/26/2018 1:40:00 PM,Southwest Airlines,285,C19,4
D,1/26/2018 1:40:00 PM,American Airlines,2047,B10,4
A,1/26/2018 1:43:00 PM,American Airlines,2548,A9,4
A,1/26/2018 1:44:00 PM,American Airlines,2974,B3,4
A,1/26/2018 1:44:00 PM,American Airlines,5785,A1,4
D,1/26/2018 1:45:00 PM,Sun Country Airlines,602,1,2
A,1/26/2018 1:45:00 PM,American Airlines,3040,B17,4
A,1/26/2018 1:45:00 PM,Southwest Airlines,5881,C8,4
D,1/26/2018 1:45:00 PM,American Airlines,5919,B19,4
A,1/26/2018 1:48:00 PM,American Airlines,478,A4,4
A,1/26/2018 1:48:00 PM,American Airlines,1714,A12,4
A,1/26/2018 1:48:00 PM,American Airlines,1155,A11,4
A,1/26/2018 1:49:00 PM,American Airlines,5892,B21,4
A,1/26/2018 1:49:00 PM,American Airlines,5832,B5,4
A,1/25/2018 7:35:00 PM,Southwest Airlines,8700,HB1,4
D,1/26/2018 1:50:00 PM,WestJet,1403,B28,4
A,1/26/2018 1:50:00 PM,Southwest Airlines,206,C7,4
D,1/26/2018 1:50:00 PM,American Airlines,410,A6,4
A,1/26/2018 1:53:00 PM,American Airlines,549,A22,4
A,1/26/2018 1:55:00 PM,American Airlines,835,A2,4
A,1/26/2018 1:55:00 PM,Southwest Airlines,5926,D6,4
D,1/26/2018 1:55:00 PM,American Airlines,1154,A23,4
D,1/26/2018 1:56:00 PM,American Airlines,680,A20,4
A,1/26/2018 1:57:00 PM,American Airlines,2617,A25,4
A,1/26/2018 1:57:00 PM,American Airlines,3133,B15B,4
A,1/26/2018 1:57:00 PM,American Airlines,3190,B18,4
A,1/26/2018 1:58:00 PM,American Airlines,5840,B16,4
A,1/26/2018 1:58:00 PM,American Airlines,1925,A7,4
A,1/26/2018 1:59:00 PM,American Airlines,6004,B19,4
A,1/26/2018 1:59:00 PM,American Airlines,679,A5,4
D,1/26/2018 2:00:00 PM,WestJet,1771,B26,4
A,1/26/2018 2:00:00 PM,American Airlines,5906,B1,4
A,1/26/2018 2:00:00 PM,American Airlines,5757,B2,4
A,1/26/2018 2:00:00 PM,Southwest Airlines,444,C1,4
A,1/26/2018 2:00:00 PM,Southwest Airlines,1961,D1,4
D,1/26/2018 2:00:00 PM,Southwest Airlines,2020,C9,4
D,1/26/2018 2:00:00 PM,Southwest Airlines,2216,C13,4
A,1/26/2018 2:05:00 PM,American Airlines,3079,B1A,4
A,1/26/2018 2:05:00 PM,Southwest Airlines,591,D8,4
D,1/26/2018 2:05:00 PM,Delta Air Lines,5854,15,3
A,1/26/2018 2:10:00 PM,Southwest Airlines,6118,C11,4
D,1/26/2018 2:10:00 PM,Southwest Airlines,1838,C18,4
D,1/26/2018 2:10:00 PM,Southwest Airlines,47,C6,4
A,1/26/2018 2:11:00 PM,United Airlines,1859,5,2
A,1/26/2018 2:14:00 PM,American Airlines,1826,A6,4
D,1/26/2018 2:15:00 PM,Delta Air Lines,743,16,3
D,1/26/2018 2:15:00 PM,Southwest Airlines,259,D5,4
D,1/26/2018 2:18:00 PM,Alaska Airlines,581,11,2
A,1/26/2018 2:19:00 PM,American Airlines,5901,B22,4
A,1/26/2018 2:20:00 PM,Southwest Airlines,1956,C16,4
A,1/26/2018 2:20:00 PM,Southwest Airlines,123,C17,4
D,1/26/2018 2:20:00 PM,Southwest Airlines,793,D7,4
A,1/26/2018 2:22:00 PM,Delta Air Lines,1769,19,3
A,1/26/2018 2:25:00 PM,Southwest Airlines,6107,D7,4
D,1/26/2018 2:25:00 PM,Southwest Airlines,285,C19,4
D,1/26/2018 2:26:00 PM,American Airlines,413,A17,4
D,1/26/2018 2:27:00 PM,Delta Air Lines,1772,23,3
D,1/26/2018 2:30:00 PM,American Airlines,2974,B20,4
D,1/26/2018 2:30:00 PM,American Airlines,3040,B17,4
D,1/24/2018 5:15:00 PM,Southwest Airlines,1920,C13,4
A,1/24/2018 5:15:00 PM,American Airlines,3178,B3,4
A,1/24/2018 5:15:00 PM,American Airlines,462,A5,4
A,1/24/2018 5:15:00 PM,American Airlines,5812,A1,4
A,1/24/2018 5:15:00 PM,Delta Air Lines,5800,15,3
A,1/24/2018 5:15:00 PM,Southwest Airlines,5912,D5,4
D,1/24/2018 5:17:00 PM,Delta Air Lines,899,19,3
A,1/24/2018 5:18:00 PM,American Airlines,644,A6,4
D,1/24/2018 5:20:00 PM,United Airlines,772,3,2
A,1/24/2018 5:20:00 PM,Southwest Airlines,5545,C11,4
D,1/24/2018 5:25:00 PM,Southwest Airlines,1474,C6,4
D,1/24/2018 5:25:00 PM,Southwest Airlines,1875,C3,4
D,1/24/2018 5:30:00 PM,American Airlines,634,A10,4
D,1/24/2018 5:30:00 PM,American Airlines,548,B27,4
A,1/24/2018 5:31:00 PM,WestJet,1516,B21,4
D,1/24/2018 5:35:00 PM,American Airlines,1422,A19,4
D,1/24/2018 5:35:00 PM,Southwest Airlines,6433,C8,4
D,1/24/2018 5:39:00 PM,Frontier Airlines,1864,20,3
D,1/24/2018 5:39:00 PM,Volaris,975,B26,4
A,1/24/2018 5:39:00 PM,United Airlines,5512,7,2
D,1/24/2018 5:40:00 PM,American Airlines,1829,A4,4
A,1/24/2018 5:43:00 PM,Frontier Airlines,1311,25,3
D,1/24/2018 5:45:00 PM,American Airlines,589,A2,4
D,1/24/2018 5:45:00 PM,American Airlines,2937,B5,4
D,1/24/2018 5:45:00 PM,Southwest Airlines,1966,D3,4
D,1/24/2018 5:50:00 PM,American Airlines,456,A22,4
D,1/24/2018 5:50:00 PM,American Airlines,5761,B20,4
D,1/24/2018 5:50:00 PM,Southwest Airlines,776,D1,4
A,1/24/2018 5:50:00 PM,Southwest Airlines,925,C17,4
A,1/24/2018 5:50:00 PM,Southwest Airlines,5637,C14,4
A,1/24/2018 5:50:00 PM,Southwest Airlines,1635,D7,4
D,1/24/2018 5:51:00 PM,Delta Air Lines,5800,15,3
D,1/24/2018 5:54:00 PM,American Airlines,5963,B18,4
D,1/24/2018 5:55:00 PM,Southwest Airlines,1657,D6,4
D,1/24/2018 5:55:00 PM,American Airlines,5798,B1A,4
A,1/24/2018 5:56:00 PM,United Airlines,1929,6B,2
D,1/24/2018 6:00:00 PM,American Airlines,711,A3,4
D,1/24/2018 6:00:00 PM,American Airlines,5758,A1,4
D,1/24/2018 6:00:00 PM,Southwest Airlines,5912,D5,4
D,1/24/2018 6:01:00 PM,American Airlines,3051,B17,4
A,1/24/2018 6:02:00 PM,Delta Air Lines,2581,16,3
D,1/24/2018 6:04:00 PM,Delta Air Lines,796,17,3
D,1/24/2018 6:05:00 PM,American Airlines,5779,B2,4
D,1/24/2018 6:05:00 PM,American Airlines,636,A7,4
D,1/24/2018 6:05:00 PM,American Airlines,1458,B7,4
D,1/24/2018 6:05:00 PM,Southwest Airlines,5545,C11,4
D,1/24/2018 6:10:00 PM,American Airlines,686,A20,4
D,1/24/2018 6:10:00 PM,American Airlines,5987,B15A,4
A,1/24/2018 6:10:00 PM,American Airlines,3041,B1,4
A,1/24/2018 6:10:00 PM,Southwest Airlines,5785,C18,4
A,1/24/2018 6:10:00 PM,Southwest Airlines,716,C11,4
D,1/24/2018 6:11:00 PM,American Airlines,5992,B19,4
A,1/24/2018 6:13:00 PM,Spirit Airlines,1167,2,2
D,1/24/2018 6:15:00 PM,American Airlines,2687,A11,4
D,1/24/2018 6:15:00 PM,American Airlines,5843,B16,4
D,1/24/2018 6:15:00 PM,United Airlines,5436,7,2
D,1/24/2018 6:17:00 PM,American Airlines,1370,A25,4
D,1/24/2018 6:20:00 PM,American Airlines,1674,A8,4
D,1/24/2018 6:20:00 PM,American Airlines,272,A9,4
D,1/24/2018 6:20:00 PM,American Airlines,644,A6,4
D,1/24/2018 6:20:00 PM,WestJet,1517,B21,4
A,1/24/2018 6:20:00 PM,Southwest Airlines,6061,C9,4
A,1/24/2018 6:24:00 PM,American Airlines,537,B27,4
D,1/24/2018 6:25:00 PM,Southwest Airlines,1635,D7,4
A,1/24/2018 6:25:00 PM,Southwest Airlines,1096,C3,4
A,1/24/2018 6:25:00 PM,Southwest Airlines,729,D5,4
A,1/24/2018 6:25:00 PM,Southwest Airlines,957,D8,4
A,1/24/2018 6:28:00 PM,American Airlines,1164,A7,4
A,1/24/2018 6:30:00 PM,British Airways,289,B25,4
A,1/24/2018 6:30:00 PM,Southwest Airlines,5967,C13,4
A,1/24/2018 6:30:00 PM,Southwest Airlines,428,D3,4
A,1/24/2018 6:30:00 PM,Southwest Airlines,286,C7,4
A,1/24/2018 6:30:00 PM,Southwest Airlines,1664,C8,4
D,1/24/2018 6:35:00 PM,Southwest Airlines,925,C17,4
A,1/24/2018 6:37:00 PM,WestJet,1924,B23,4
A,1/24/2018 6:40:00 PM,American Airlines,1878,A4,4
A,1/24/2018 6:44:00 PM,American Airlines,477,A17,4
A,1/24/2018 6:44:00 PM,American Airlines,440,A6,4
D,1/24/2018 6:45:00 PM,Frontier Airlines,1308,25,3
A,1/24/2018 6:45:00 PM,Delta Air Lines,5805,15,3
A,1/24/2018 6:45:00 PM,Southwest Airlines,1454,C19,4
A,1/24/2018 6:48:00 PM,American Airlines,814,A13,4
A,1/24/2018 6:49:00 PM,American Airlines,486,A23,4
D,1/24/2018 6:50:00 PM,Southwest Airlines,1937,C16,4
D,1/24/2018 6:55:00 PM,Southwest Airlines,6062,C9,4
D,1/24/2018 6:55:00 PM,Southwest Airlines,716,C11,4
A,1/24/2018 6:55:00 PM,Delta Air Lines,1115,18,3
A,1/24/2018 6:55:00 PM,Southwest Airlines,756,D7,4
A,1/24/2018 6:55:00 PM,Southwest Airlines,313,D6,4
A,1/24/2018 6:57:00 PM,American Airlines,5959,B17,4
A,1/24/2018 6:57:00 PM,American Airlines,5790,B5,4
A,1/24/2018 6:58:00 PM,American Airlines,5944,B19,4
A,1/24/2018 6:58:00 PM,United Airlines,5899,7,2
D,1/24/2018 7:00:00 PM,Southwest Airlines,729,D5,4
D,1/24/2018 7:00:00 PM,Southwest Airlines,652,D8,4
A,1/24/2018 7:02:00 PM,American Airlines,5907,A1,4
A,1/24/2018 7:03:00 PM,American Airlines,1017,A14,4
A,1/24/2018 7:04:00 PM,American Airlines,853,A10,4
A,1/24/2018 7:04:00 PM,Delta Air Lines,5768,19,3
D,1/24/2018 7:05:00 PM,Southwest Airlines,2146,C18,4
D,1/24/2018 7:05:00 PM,Southwest Airlines,6511,C8,4
A,1/24/2018 7:05:00 PM,Southwest Airlines,184,C19,4
A,1/24/2018 7:05:00 PM,Southwest Airlines,459,C16,4
A,1/24/2018 7:05:00 PM,Southwest Airlines,2139,D1,4
A,1/24/2018 7:06:00 PM,American Airlines,1119,B4,4
A,1/24/2018 7:06:00 PM,American Airlines,5942,B20,4
A,1/24/2018 7:06:00 PM,United Airlines,1603,6A,2
A,1/24/2018 7:07:00 PM,American Airlines,1160,A9,4
A,1/24/2018 7:08:00 PM,American Airlines,5729,B2,4
A,1/24/2018 7:09:00 PM,American Airlines,494,A18,4
A,1/24/2018 7:09:00 PM,American Airlines,490,A19,4
A,1/24/2018 7:09:00 PM,American Airlines,1896,A3,4
D,1/24/2018 7:10:00 PM,Spirit Airlines,1168,2,2
A,1/24/2018 7:10:00 PM,American Airlines,3050,B18,4
A,1/24/2018 7:10:00 PM,American Airlines,3036,B16,4
A,1/24/2018 7:10:00 PM,American Airlines,5793,B1A,4
A,1/24/2018 7:10:00 PM,American Airlines,5755,B15A,4
A,1/24/2018 7:14:00 PM,American Airlines,1165,A25,4
D,1/24/2018 7:15:00 PM,Delta Air Lines,5706,15,3
D,1/24/2018 7:15:00 PM,Southwest Airlines,428,D3,4
D,1/24/2018 7:15:00 PM,Southwest Airlines,286,C7,4
D,1/24/2018 7:15:00 PM,Southwest Airlines,957,D8,4
A,1/24/2018 7:15:00 PM,American Airlines,522,A2,4
A,1/24/2018 7:15:00 PM,Southwest Airlines,538,C1,4
A,1/24/2018 7:20:00 PM,Southwest Airlines,1041,C17,4
D,1/24/2018 7:25:00 PM,Southwest Airlines,1096,C3,4
D,1/24/2018 7:25:00 PM,Southwest Airlines,5967,C13,4
A,1/24/2018 7:25:00 PM,Southwest Airlines,494,C16,4
A,1/24/2018 7:25:00 PM,Southwest Airlines,1407,C4,4
D,1/24/2018 7:30:00 PM,Southwest Airlines,6421,C19,4
A,1/24/2018 7:30:00 PM,American Airlines,777,A22,4
A,1/24/2018 7:30:00 PM,Southwest Airlines,2016,C2,4
A,1/24/2018 7:32:00 PM,Alaska Airlines,646,10,2
A,1/24/2018 7:33:00 PM,American Airlines,5902,B22,4
D,1/24/2018 7:35:00 PM,Southwest Airlines,756,D7,4
A,1/24/2018 7:36:00 PM,WestJet,1464,B21,4
D,1/24/2018 7:40:00 PM,American Airlines,3050,B3,4
D,1/24/2018 7:40:00 PM,Delta Air Lines,5768,19,3
D,1/24/2018 7:40:00 PM,Southwest Airlines,2139,D1,4
D,1/24/2018 7:45:00 PM,American Airlines,814,A13,4
D,1/24/2018 7:46:00 PM,American Airlines,5950,A1,4
D,1/24/2018 7:46:00 PM,American Airlines,5952,B18,4
D,1/24/2018 7:47:00 PM,American Airlines,5868,B5,4
D,1/24/2018 7:49:00 PM,American Airlines,5926,B1A,4
D,1/24/2018 7:50:00 PM,American Airlines,440,A4,4
D,1/24/2018 7:50:00 PM,United Airlines,5759,7,2
D,1/24/2018 7:50:00 PM,Southwest Airlines,184,C19,4
A,1/24/2018 7:50:00 PM,Southwest Airlines,1724,D8,4
A,1/24/2018 7:50:00 PM,Southwest Airlines,847,C18,4
A,1/24/2018 7:50:00 PM,Southwest Airlines,462,D8,4
D,1/24/2018 7:51:00 PM,American Airlines,615,A21,4
D,1/24/2018 7:52:00 PM,American Airlines,477,A6,4
D,1/24/2018 7:55:00 PM,Southwest Airlines,538,C1,4
A,1/24/2018 7:55:00 PM,American Airlines,515,B27,4
A,1/24/2018 7:55:00 PM,American Airlines,779,A20,4
A,1/24/2018 7:55:00 PM,Southwest Airlines,823,C8,4
A,1/24/2018 7:57:00 PM,American Airlines,5958,B5,4
D,1/24/2018 7:59:00 PM,American Airlines,1171,B4,4
D,1/24/2018 8:00:00 PM,American Airlines,1017,A7,4
D,1/24/2018 8:00:00 PM,American Airlines,3163,B16,4
D,1/24/2018 8:00:00 PM,Southwest Airlines,1041,C17,4
D,1/24/2018 8:00:00 PM,Southwest Airlines,494,C4,4
A,1/24/2018 8:00:00 PM,American Airlines,497,B8,4
A,1/24/2018 8:00:00 PM,Southwest Airlines,173,D7,4
A,1/24/2018 8:00:00 PM,Sun Country Airlines,607,1,2
A,1/24/2018 8:00:00 PM,Southwest Airlines,565,C7,4
A,1/24/2018 8:00:00 PM,Southwest Airlines,190,C6,4
A,1/24/2018 8:04:00 PM,American Airlines,635,B8,4
A,1/24/2018 8:04:00 PM,American Airlines,441,B26,4
D,1/24/2018 8:05:00 PM,American Airlines,490,A17,4
D,1/24/2018 8:05:00 PM,American Airlines,545,A5,4
D,1/24/2018 8:05:00 PM,Southwest Airlines,1918,C16,4
D,1/24/2018 8:05:00 PM,Southwest Airlines,5675,D6,4
D,1/24/2018 8:05:00 PM,Southwest Airlines,1407,C16,4
D,1/24/2018 8:05:00 PM,Southwest Airlines,2016,C2,4
A,1/24/2018 8:05:00 PM,Southwest Airlines,5483,D5,4
D,1/24/2018 8:06:00 PM,American Airlines,1160,A14,4
A,1/24/2018 8:07:00 PM,Frontier Airlines,1835,20,3
A,1/24/2018 8:08:00 PM,American Airlines,1435,A13,4
A,1/24/2018 8:09:00 PM,American Airlines,1587,A7,4
D,1/24/2018 8:10:00 PM,American Airlines,3047,B18,4
D,1/24/2018 8:10:00 PM,American Airlines,853,A12,4
D,1/24/2018 8:10:00 PM,WestJet,1327,B23,4
A,1/24/2018 8:10:00 PM,American Airlines,625,A30,4
A,1/24/2018 8:12:00 PM,American Airlines,613,A19,4
A,1/24/2018 8:13:00 PM,American Airlines,406,A4,4
A,1/24/2018 8:13:00 PM,American Airlines,528,A12,4
A,1/24/2018 8:14:00 PM,American Airlines,449,A24,4
D,1/24/2018 8:15:00 PM,American Airlines,3036,B1,4
A,1/24/2018 8:15:00 PM,American Airlines,627,B10,4
A,1/24/2018 8:15:00 PM,American Airlines,547,A8,4
A,1/24/2018 2:25:00 AM,Southwest Airlines,8701,C4,4
A,1/24/2018 8:22:00 PM,American Airlines,3069,B16,4
A,1/24/2018 8:23:00 PM,American Airlines,3074,B3,4
A,1/24/2018 8:25:00 PM,Southwest Airlines,6345,D2,4
A,1/24/2018 8:26:00 PM,American Airlines,563,A26,4
A,1/24/2018 8:26:00 PM,American Airlines,3052,B1,4
A,1/24/2018 8:27:00 PM,American Airlines,474,A29,4
A,1/24/2018 8:27:00 PM,American Airlines,2309,B7,4
A,1/24/2018 8:28:00 PM,American Airlines,5927,A1,4
D,1/24/2018 8:29:00 PM,Alaska Airlines,649,10,2
D,1/24/2018 8:30:00 PM,WestJet,1465,B21,4
D,1/24/2018 8:30:00 PM,Southwest Airlines,847,C18,4
A,1/24/2018 8:30:00 PM,American Airlines,3062,B18,4
A,1/24/2018 8:30:00 PM,Southwest Airlines,2319,C13,4
A,1/24/2018 8:30:00 PM,Southwest Airlines,159,D3,4
A,1/24/2018 8:32:00 PM,American Airlines,452,A5,4
A,1/24/2018 8:33:00 PM,American Airlines,1932,A21,4
A,1/24/2018 8:34:00 PM,American Airlines,516,B6,4
A,1/24/2018 8:34:00 PM,American Airlines,1488,A11,4
A,1/24/2018 8:34:00 PM,American Airlines,2087,B4,4
D,1/24/2018 8:35:00 PM,Southwest Airlines,190,C6,4
A,1/24/2018 8:35:00 PM,American Airlines,1715,A10,4
A,1/24/2018 8:35:00 PM,American Airlines,626,A22,4
A,1/24/2018 8:35:00 PM,American Airlines,2063,A17,4
A,1/24/2018 8:35:00 PM,American Airlines,5928,B1,4
A,1/24/2018 8:37:00 PM,Delta Air Lines,1516,23,3
D,1/24/2018 8:40:00 PM,British Airways,288,B25,4
A,1/24/2018 8:40:00 PM,Southwest Airlines,739,C13,4
A,1/24/2018 8:40:00 PM,Southwest Airlines,1989,C11,4
A,1/24/2018 8:40:00 PM,Southwest Airlines,6140,D6,4
A,1/24/2018 8:43:00 PM,United Airlines,322,6B,2
D,1/24/2018 8:45:00 PM,Southwest Airlines,6314,C7,4
D,1/24/2018 8:45:00 PM,Southwest Airlines,823,C8,4
A,1/24/2018 8:45:00 PM,Southwest Airlines,2130,C11,4
A,1/24/2018 8:50:00 PM,Southwest Airlines,5826,D4,4
A,1/24/2018 8:50:00 PM,Southwest Airlines,1755,D5,4
A,1/24/2018 8:50:00 PM,Southwest Airlines,6258,C4,4
A,1/24/2018 8:50:00 PM,Southwest Airlines,1796,D3,4
D,1/24/2018 8:52:00 PM,Frontier Airlines,756,20,3
A,1/25/2018 11:09:00 PM,JetBlue Airways,135,26,3
A,1/25/2018 11:10:00 PM,Southwest Airlines,846,C18,4
A,1/25/2018 11:10:00 PM,Southwest Airlines,5799,C11,4
A,1/25/2018 11:13:00 PM,American Airlines,1908,A13,4
A,1/25/2018 11:16:00 PM,United Airlines,377,7,2
A,1/25/2018 11:30:00 PM,Southwest Airlines,833,C4,4
A,1/25/2018 11:30:00 PM,Southwest Airlines,6114,C14,4
A,1/25/2018 11:31:00 PM,Alaska Airlines,692,10,2
D,1/25/2018 11:40:00 PM,United Airlines,1976,8,2
A,1/25/2018 11:41:00 PM,United Airlines,388,,2
A,1/25/2018 11:45:00 PM,Southwest Airlines,6134,C8,4
A,1/25/2018 11:47:00 PM,Delta Air Lines,5694,18,3
A,1/25/2018 11:50:00 PM,Southwest Airlines,593,C7,4
A,1/25/2018 11:55:00 PM,Delta Air Lines,2167,19,3
A,1/25/2018 11:56:00 PM,American Airlines,889,A7,4
D,1/25/2018 11:59:00 PM,JetBlue Airways,602,26,3
A,1/26/2018 12:05:00 AM,Southwest Airlines,1669,C3,4
A,1/26/2018 12:25:00 AM,Southwest Airlines,5812,C1,4
D,1/26/2018 8:00:00 AM,Sun Country Airlines,600,1,2
D,1/26/2018 8:00:00 AM,WestJet,1499,B23,4
D,1/24/2018 12:45:00 PM,Frontier Airlines,9208,1,3
D,1/24/2018 4:00:00 PM,Southwest Airlines,8700,HB1,4
A,1/24/2018 4:32:00 PM,Southwest Airlines,8700,C14,4
D,1/24/2018 5:45:00 PM,Southwest Airlines,8701,C14,4
A,1/24/2018 11:47:00 PM,Delta Air Lines,8938,1,3
D,1/24/2018 8:00:00 PM,American Airlines,117,,4
D,1/24/2018 9:16:00 PM,American Airlines,9823,B2,4
D,1/24/2018 10:44:00 PM,Southwest Airlines,9014,,4
A,1/25/2018 7:40:00 PM,Southwest Airlines,8500,HB2,4
A,1/26/2018 12:12:00 AM,American Airlines,3086,B3,4
A,1/26/2018 12:15:00 AM,Frontier Airlines,753,20,3
D,1/25/2018 1:05:00 AM,Delta Air Lines,8843,19,3
A,1/26/2018 12:26:00 AM,United Airlines,716,8,2
D,1/26/2018 12:30:00 AM,American Airlines,2026,A3,4
D,1/26/2018 12:35:00 AM,American Airlines,2020,A13,4
D,1/26/2018 12:40:00 AM,United Airlines,1453,5,2
D,1/26/2018 12:45:00 AM,Delta Air Lines,2160,17,3
A,1/26/2018 12:47:00 AM,American Airlines,654,B5,4
A,1/26/2018 12:51:00 AM,Alaska Airlines,632,11,2
D,1/26/2018 12:55:00 AM,American Airlines,1512,A9,4
A,1/26/2018 1:04:00 AM,Spirit Airlines,971,2,2
A,1/26/2018 1:05:00 AM,American Airlines,609,A13,4
D,1/26/2018 1:10:00 AM,American Airlines,408,A7,4
D,1/26/2018 1:15:00 AM,Delta Air Lines,2898,23,3
D,1/26/2018 1:45:00 AM,American Airlines,1383,A23,4
A,1/25/2018 11:30:00 AM,American Airlines,9612,A4,4
D,1/26/2018 1:59:00 AM,Spirit Airlines,972,2,2
A,1/25/2018 11:30:00 AM,American Airlines,9203,B25,4
D,1/25/2018 12:15:00 PM,American Airlines,9203,A27,4
D,1/26/2018 5:00:00 AM,American Airlines,605,A5,4
D,1/26/2018 5:17:00 AM,United Airlines,859,6B,2
D,1/26/2018 5:30:00 AM,Southwest Airlines,724,D2,4
D,1/26/2018 6:00:00 AM,American Airlines,632,A3,4
D,1/26/2018 6:00:00 AM,Delta Air Lines,1747,17,3
D,1/26/2018 6:00:00 AM,Southwest Airlines,1300,C8,4
D,1/26/2018 6:00:00 AM,Southwest Airlines,1675,D8,4
D,1/26/2018 6:10:00 AM,American Airlines,691,A30,4
D,1/26/2018 6:10:00 AM,Southwest Airlines,1164,C13,4
D,1/26/2018 6:15:00 AM,Frontier Airlines,573,20,3
A,1/25/2018 1:40:00 PM,Southwest Airlines,8503,C8,4
D,1/26/2018 6:20:00 AM,American Airlines,1061,A14,4
D,1/26/2018 6:20:00 AM,United Airlines,1183,7,2
D,1/26/2018 6:25:00 AM,Southwest Airlines,1402,D4,4
D,1/26/2018 6:30:00 AM,Delta Air Lines,1781,23,3
D,1/26/2018 6:30:00 AM,United Airlines,781,6A,2
D,1/26/2018 6:30:00 AM,Southwest Airlines,193,C9,4
D,1/26/2018 6:30:00 AM,Southwest Airlines,539,D3,4
D,1/26/2018 6:40:00 AM,American Airlines,2996,B3,4
D,1/26/2018 6:40:00 AM,Southwest Airlines,1797,D7,4
D,1/26/2018 6:44:00 AM,United Airlines,1774,5,2
D,1/26/2018 6:45:00 AM,Alaska Airlines,631,11,2
D,1/26/2018 6:45:00 AM,Delta Air Lines,5710,18,3
D,1/26/2018 6:45:00 AM,Frontier Airlines,1442,25,3
D,1/26/2018 6:45:00 AM,Southwest Airlines,2081,C18,4
D,1/26/2018 6:54:00 AM,United Airlines,1218,3,2
D,1/26/2018 6:55:00 AM,Southwest Airlines,1653,C2,4
D,1/26/2018 7:00:00 AM,Delta Air Lines,998,15,3
D,1/26/2018 7:00:00 AM,Delta Air Lines,1994,16,3
D,1/26/2018 7:05:00 AM,United Airlines,2083,6B,2
A,1/26/2018 7:15:00 AM,Southwest Airlines,350,C9,4
D,1/26/2018 7:15:00 AM,Delta Air Lines,936,15,3
D,1/26/2018 7:15:00 AM,Delta Air Lines,2162,19,3
D,1/26/2018 7:15:00 AM,Frontier Airlines,1880,26,3
D,1/26/2018 7:15:00 AM,Southwest Airlines,372,C7,4
D,1/26/2018 7:15:00 AM,Southwest Airlines,1398,D5,4
D,1/26/2018 7:20:00 AM,Southwest Airlines,1951,D1,4
A,1/26/2018 7:25:00 AM,Southwest Airlines,498,D3,4
A,1/26/2018 7:27:00 AM,American Airlines,693,B25,4
A,1/26/2018 7:30:00 AM,Southwest Airlines,2040,C6,4
D,1/26/2018 7:30:00 AM,American Airlines,570,A18,4
D,1/26/2018 7:30:00 AM,Hawaiian Airlines,35,24,3
D,1/26/2018 7:30:00 AM,Southwest Airlines,1586,C16,4
D,1/26/2018 7:30:00 AM,Southwest Airlines,2074,C3,4
A,1/26/2018 7:36:00 AM,American Airlines,1709,A3,4
A,1/26/2018 7:39:00 AM,American Airlines,3056,B21,4
A,1/26/2018 7:40:00 AM,American Airlines,855,A30,4
A,1/26/2018 7:40:00 AM,Southwest Airlines,551,D7,4
